Title,Manufacturer,Amps,Voltage,Max. Voltage,Enclosure,Description,Link
L8-10/1/C 10A 1P Circuit Breaker,SPRECHER + SCHUH,10 amps,,,,Model  L8-10/1/C   SPAIN   Used   10 amps   Plug-In,https://www.lenmark.com//collections/breakers/products/l8-10-1-c-10a-1p-circuit-breaker
18-25 A Motor Protection Circuit Breaker w/ 1NO 1NC Auxiliary Contacts,SIEMENS,18 - 25 amps,,,,Model  3VU1300-1MP00   Used   18 - 25 amps   3   Interrupting Capacity:  6 kA @ 415 V 2 kA @ 690 V,https://www.lenmark.com//collections/breakers/products/18-25-a-motor-protection-circuit-breaker-w-1no-1nc-auxiliary-contacts
60 Amp 3 Pole Circuit Breaker NZMH 6-63,MOELLER,60 amps,600 volts,,,Model  NZMH 6-63/ ZM6A-30-NA   Used   60 amps   NZMH   3   Bolt-On   600 volts   3-phase   Interrupting Rating: 25kA,https://www.lenmark.com//collections/breakers/products/60-amp-3-pole-circuit-breaker-nzmh-6-63
20 Amp Breaker HED41B020,SIEMENS,20 amps,240 volts,,,Model  HED41B020   Used   20 amps   1   240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/20-amp-breaker-hed41b020
20 Amp 2 Pole Circuit Breaker QOB220,SQUARE D,20 amps,120/240 volts,,,Model  QOB220   Used   20 amps   QOB   2   Bolt-On   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-circuit-breaker-qob220-9
15 Amp Circuit Breaker NBGF115,FEDERAL PIONEER,15 amps,240 volts,,,Model  NBGF115   Used   15 amps   1   Bolt-On   240 volts   Single-phase   No   Yes,https://www.lenmark.com//collections/breakers/products/15-amp-circuit-breaker-nbgf115
15 Amp 1 Pole Circuit Breaker CHOM115CAFI,SCHNEIDER ELECTRIC,15 amps,120 volts,,,Model  CHOM115CAFI   Used   15 amps   CHOM   1   Plug-In   120 volts   Single-phase   Yes   Interrupting Capacity: 10kA at 120V,https://www.lenmark.com//collections/breakers/products/15-amp-1-pole-circuit-breaker-chom115cafi
30 Amp 1 Pole Circuit Breaker BL130,SIEMENS,30 amps,120/240 volts,,,Model  BL130   Used   30 amps   N/A   1   Bolt-On   120/240 volts   Single-phase   No   No,https://www.lenmark.com//collections/breakers/products/30-amp-1-pole-circuit-breaker-bl130
30 Amp 2 Pole Circuit Breaker B230,SIEMENS,30 amps,120/240 volts,,,Model  B230   Used   30 amps   N/A   2   Bolt-On   120/240 volts   Single-phase   No   No,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-b230-7
70 Amp 2 Pole Circuit Breaker QBHW2070,WESTINGHOUSE,70 amps,240 volts,,,Model  QBHW2070   Used   70 amps   QBHW   2   Bolt-On   240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/70-amp-2-pole-circuit-breaker-qbhw2070
100 Amp Circuit Breaker TED134100,GENERAL ELECTRIC,100 amps,480 volts,,,Model  TED134100   Used   100 amps   3   480 volts   3-phase,https://www.lenmark.com//collections/breakers/products/100-amp-circuit-breaker-ted134100
15 Amp Circuit Breaker HFD1015,CUTLER-HAMMER,15 amps,,,,Model  HFD1015   Used   15 amps   1   Single-phase,https://www.lenmark.com//collections/breakers/products/15-amp-circuit-breaker-hfd1015
15 Amp 1 Pole Circuit Breaker FDB1015,CUTLER-HAMMER,15 amps,,,,Model  FDB1015   Used   15 amps   C   1   Bolt-On   Single-phase   Voltage: 346V  Interrupting Capacity:  18kA at 277V 14kA at 346V,https://www.lenmark.com//collections/breakers/products/15-amp-1-pole-circuit-breaker-fdb1015
15 Amp 2 Pole Circuit Breaker TEF124015,GENERAL ELECTRIC,15 amps,480 volts,,,Model  TEF124015   Used   15 amps   TEF   2   Bolt-On   480 volts   Single-phase   Sub-Category: Molded Case  Protection: Thermal Magnetic  Functions: LI - Long-Time and Instantaneous,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-tef124015
15 Amp Breaker M1640,CUTLER-HAMMER,15 amps,240 volts,,,Model  M1640   Used   15 amps   2   240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/15-amp-breaker-m1640
30 Amp 3 Pole Circuit Breaker TEC36030,GENERAL ELECTRIC,30 amps,600 volts,,,Model  TEC36030   Used   30 amps   TEC   3   Bolt-On   600 volts   3-phase   Sub-Category: Molded Case  Connection : Feed-Thru  Protection : Magnetic Only  Functions : I - Instantaneous  AIC Rating10kA@480V,https://www.lenmark.com//collections/breakers/products/30-amp-3-pole-circuit-breaker-tec36030-1
3 Amp 3 Pole Circuit Breaker ED63A003,SIEMENS,3 amps,600 volts,,,Model  ED63A003   UNITED STATES   Used   3 amps   Sentron   3   Bolt-On   600 volts   3-phase   Specifications:   Molded Case  Family: Sentron Series  Type: ED  Frame Size: ED Frame  Protection: Magnetic Only  Functions: I - Instantaneous  Trip Setting: 10-35 Amp  Interrupting Rating: 25kA @ 480V,https://www.lenmark.com//collections/breakers/products/3-amp-3-pole-circuit-breaker-ed63a003-1
30 Amp 3 Pole Circuit Breaker TED126030,GENERAL ELECTRIC,30 amps,600 volts,,,Model  TED126030   Used   30 amps   TED   3   Bolt-On   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/30-amp-3-pole-circuit-breaker-ted126030
15 Amp 3 Pole Circuit Breaker TED126015,GENERAL ELECTRIC,15 amps,480 volts,,,Model  126015   Used   15 amps   TED   2   Bolt-On   480 volts   Single-phase   Manufacturers : General Electric  Sub-Category : Molded Case  Protection : Thermal Magnetic  Functions: LI - Long-Time and Instantaneous  AIC Rating: 18kA@480V,https://www.lenmark.com//collections/breakers/products/15-amp-3-pole-circuit-breaker-ted126015
15/2P25/15 Quad Pole Circuit Breaker Q21525CTMC,SIEMENS,15/25 amps,240 volts,,,Model  Q21525CTMC   Used   15/25 amps   4   Plug-In   240 volts   3-phase,https://www.lenmark.com//collections/breakers/products/15-2p25-15-quad-pole-circuit-breaker-q21525ctmc
80 Amp 3 Pole Circuit Breaker FAL36040,SQUARE D,80 amps,600 volts,,,Model  FAL36040   Used   80 amps   FAL   3   Bolt-On   600 volts   3-phase   Sub-Category: Molded Case  Connection: Feed-Thru  Protection: Thermal Magnetic Functions  LI - Long-Time and Instantaneous,https://www.lenmark.com//collections/breakers/products/40-amp-3-pole-circuit-breaker-fal36040-2
15 Amp 3 Pole Circuit Breaker YW51650,FEDERAL PIONEER,15 amps,480 volts,,,Model  YW51650   Used   15 amps   3   Bolt-On   480 volts   3-phase,https://www.lenmark.com//collections/breakers/products/15-amp-3-pole-circuit-breaker-yw51650
60 Amp 3 Pole Circuit Breaker FA36060,SQUARE D,60 amps,600 volts,,,Model  FA36060   Used   60 amps   FA   3   Plug-In   600 volts   3-phase   Protection : Thermal Magnetic  Functions : LI - Long-Time and Instantaneous,https://www.lenmark.com//collections/breakers/products/60-amp-3-pole-circuit-breaker-fa36060
70 Amp 2 Pole Circuit Breaker FA26070,SQUARE D,70 amps,600 volts,,,Model  FA26070   Used   70 amps   FA   2   Plug-In   600 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/70-amp-2-pole-circuit-breaker-fa26070
15 Amp 3 Pole Circuit Breaker FB3015,WESTINGHOUSE,15 amps,600 volts,,,Model  FB3015   Used   15 amps   FB   3   Bolt-On   600 volts   3-phase   Sub-Category: Molded Case  Protection: Thermal Magnetic  Functions : LI - Long-Time and Instantaneous  AIC Rating: 14kA@480V,https://www.lenmark.com//collections/breakers/products/15-amp-3-pole-circuit-breaker-fb3015
Overload Relay 3UA52 12-1C,SIEMENS,"1,6-2,5 amps",600 volts,,,"Model  3UA52 12-1C   Used   1,6-2,5 amps   600 volts   3-phase  Suitable for use on a circuit capable of delivering not more than 5000 RMS symmetrical amperes.",https://www.lenmark.com//collections/breakers/products/overload-relay-3ua52-12-1c
Overload Relay 3RU1126-4CB0,SIEMENS,17-22 amps,,,,Model  3RU2126-4CB0   GERMANY   Used   17-22 amps   Contactor Mounting   Main Circuit: Screw Terminal  Auxiliary Circuit: Screw Terminal  Manual-Automatic-Reset  Successor is SIRIUS 3RU2 Preferred successor type is 3RU2126-4CB0,https://www.lenmark.com//collections/breakers/products/overload-relay-3ru1126-4cb0
30 Amp 1 Pole Circuit Breaker FB1030,WESTINGHOUSE,30 amps,,,,"Model  FB1030   Used   30 amps   FB   1   Bolt-On   Single-phase   Molded case circuit breaker  Fixed thermal, fixed magnetic  Voltage: 350V",https://www.lenmark.com//collections/breakers/products/30-amp-1-pole-circuit-breaker-fb1030
20 Amp 1 Pole GFCI Circuit Breaker GFCBB120,WESTINGHOUSE,20 amps,120 volts,,,Model  GFCBB120   Used   20 amps   GFCC   1   Bolt-On   120 volts   3-phase   Yes,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-gfci-circuit-breaker-gfcbb120
30 Amp 3 Pole Circuit Breaker FA36030,SQUARE D,30 amps,600 volts,,,Model  FA36030   Used   30 amps   FA   3   Plug-In   600 volts   3-phase,https://www.lenmark.com//collections/breakers/products/30-amp-3-pole-circuit-breaker-fa36030
40 Amp 3 Pole Circuit Breaker B340,SIEMENS,40 amps,240 volts,,,Model  B340   Used   40 amps   BL   3   Bolt-On   240 volts   3-phase   Family: B /BL Series  Interrupting Capacity: 10kA  CSA Approved and UL Listed,https://www.lenmark.com//collections/breakers/products/40-amp-3-pole-circuit-breaker-b340
30 Amp 3 Pole Circuit Breaker NB330,FEDERAL PIONEER,30 amps,240 volts,,,Model  NB330   Used   30 amps   NB   3   Bolt-On   240 volts   3-phase   No   No   Interrupting Rating: 10KA,https://www.lenmark.com//collections/breakers/products/30-amp-3-pole-circuit-breaker-nb330
35 Amp 3 Pole Circuit Breaker FAL36035,SQUARE D,35 amps,600 volts,,,Model  FAL36035   Used   35 amps   FAL   3   Bolt-On   600 volts   3-phase   Specifications:   Molded Case  Connection: Feed-thru  Protection: Thermal Magnetic  Interrupting Rating:  25kA at 240V 18kA at 480V 14kA at 600V,https://www.lenmark.com//collections/breakers/products/35-amp-3-pole-circuit-breaker-fal36035
15 Amp 3 Pole Circuit Breaker FHP-M/ HFB/ FB-S,SQUARE D,15 amps,600 volts,,,Model  FHP-M/ HFB/ FB-S   Used   15 amps   3   Bolt-On   600 volts   3-phase   Specifications:   Sub-Category: Molded Case  Protection: Magnetic Only  AIC Rating: 25kA @ 480V,https://www.lenmark.com//collections/breakers/products/15-amp-3-pole-circuit-breaker-fhp-m-hfb-fb-s
20 Amp 3 Pole Circuit Breaker HFB/ FB/ FB-S,WESTINGHOUSE,20 amps,600 volts,,,Model  HFB/ FB/ FB-S   Used   20 amps   3   Bolt-On   600 volts   3-phase   Specifications:   Sub-Category: Molded Case  Protection: Thermal Magnetic  Functions: LI - Long-Time and Instantaneous  AIC Rating: 25kA @ 480V,https://www.lenmark.com//collections/breakers/products/20-amp-3-pole-circuit-breaker-hfb-fb-fb-s
35 Amp 3 Pole Circuit Breaker FAL36035,SQUARE D,35 amps,600 volts,,,Model  FAL36035   Used   35 amps   FAL   3   Bolt-On   600 volts   3-phase   Specifications:   Molded Case  Family: FAL Series  Type: FAL  F Frame  Connection: Feed-thru  Protection: Thermal Magnetic  Functions: LI - Long-Time and Instantaneous  Interrupting Rating:  25kA at 240V 18kA at 480V 14kA at 600V,https://www.lenmark.com//collections/breakers/products/35-amp-3-pole-circuit-breaker-fal36035-2
30 Amp 1 Pole Circuit Breaker GBH1030,CUTLER-HAMMER,30 amps,,,,Model  GBH1030   Used   30 amps   GBH   1   Bolt-On   Single-phase   Specifications:   Molded Case  Family: Series C  Type: GBH  G Frame  Protection: Thermal Magnetic  Interrupting Rating: 10kA @ 347V  Voltage 347 volts,https://www.lenmark.com//collections/breakers/products/30-amp-1-pole-circuit-breaker-gbh1030
20 Amp 3 Pole Circuit Breaker NEF431020,FEDERAL PIONEER,20 amps,480 volts,,,Model  NEF431020   Used   20 amps   NEF   3   Bolt-On   480 volts   3-phase   No   No   Specifications:  Type: NEF Molded Case Connection: Bolt-on Protection: Thermal Magnetic LI - Long-Time and Instantaneous Made: Canada,https://www.lenmark.com//collections/breakers/products/20-amp-3-pole-circuit-breaker-nef431020-1
20 Amp 3 Pole Circuit Breaker NEF431020,FEDERAL PIONEER,20 amps,480 volts,,,"Model  NEF431020   Used   20 amps   3   Bolt-On   480 volts   3-phase   No   No   Specifications:  NEF431020 Federal Pacific / American NEF Series, Type NEF Standard interrupting capacity Bolt-on LI - Long-Time and Instantaneous trip functions Thermal magnetic Molded case circuit breaker Made: Canada",https://www.lenmark.com//collections/breakers/products/20-amp-3-pole-circuit-breaker-nef431020
40 Amp 1 Pole Circuit Breaker NB140,FEDERAL PIONEER,40 amps,120/240 volts,,,Model  NB40   Surplus New   40 amps   NB   1   Bolt-On   120/240 volts   Single-phase   No   No   Interrupting Capacity: 10kA,https://www.lenmark.com//collections/breakers/products/40-amp-1-pole-circuit-breaker-nb140
50 Amp 3 Pole Circuit Breaker MCP23480RC,WESTINGHOUSE,50 amps,600 volts,,,Model  MCP23480RC   Very Good   50 amps   MCP   3   Bolt-On   600 volts   3-phase   Specifications:  Sub-Category: Molded Case Family: MCP Series Type: MCP Connection:	Bolt-On Protection: Magnetic Only Functions: I - Instantaneous AIC Rating: 65kA @ 480V,https://www.lenmark.com//collections/breakers/products/50-amp-3-pole-circuit-breaker-mcp23480rc
70 Amp 2 Pole Circuit Breaker QBHW2070,WESTINGHOUSE,70 amps,120/240 volts,,,Model  QBHW2070   UNITED STATES   Used   70 amps   QBHW   2   Bolt-On   120/240 volts   Single-phase   Interrupting Rating: 22 kA,https://www.lenmark.com//collections/breakers/products/70-amp-2-pole-circuit-breaker-qbhw2070-1
15 Amp GFCI Bolt-On Breaker NBGF-15,FEDERAL PIONEER,15 amps,120 volts,,,Model  NBGF-15   Used   15 amps   1   Bolt-On   120 volts   Single-phase   No   Yes,https://www.lenmark.com//collections/breakers/products/15-amp-gfci-bolt-on-breaker-nbgf-15
"0.5A Circuit Breaker FAZ-C0.5/1-NA-SP, 1 Pole",EATON,0.5 amps,,,,Model  FAZ-C0.5/1-NA-SP   SPAIN   Used   0.5 amps   FAZ   1   Breaker Family: FAZ UL Circuit Breaker Trip Characteristics: 5-10X ln*  Ampere Rating: 0.5A Number of Poles: 1  Terminal: UL 489 branch circuit with screw terminals Single Package: Single Package for C and D curve single-pole only  *Rated current for instantaneous trip characteristics,https://www.lenmark.com//collections/breakers/products/0-5a-circuit-breaker-faz-c0-5-1-na-sp-1-pole
25 Amp 1 Pole Miniature Circuit Breaker M9F42125 C60 BP,SCHNEIDER ELECTRIC,25 amps,,,,Model  M9F42125   FRANCE   Surplus New   25 amps   1   Family Name: Multi9 C60BP Voltage: 277 V  Mounting: DIN rail Interrupting Ratings:  10 kA @ 277 V  14 kA @ 240 V  14 kA @ 120 V  10 kA @ 60 VDC,https://www.lenmark.com//collections/breakers/products/25-amp-1-pole-miniature-circuit-breaker-m9f42125
125 Amp 2 Pole Circuit Breaker CQD,FEDERAL PIONEER,125 amps,240 volts,,,Model  CQD   Very Good   125 amps   CQD   2   Bolt-On   240 volts   Single-phase   No   No   Interrupting Capacity: 10kA at 240V,https://www.lenmark.com//collections/breakers/products/125-amp-2-pole-circuit-breaker-cqd
15 Amp 2-pole Circuit Breaker BA2015 120/240 V,WESTINGHOUSE,15 amps,120/240 volts,,,Model  BA2015   UNITED STATES   Used   15 amps   BA   2   Bolt-On   120/240 volts   Current Interrupting Rating: 10 kA,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-ba2015-120-240-v
50 Amp 3 Pole Circuit Breaker FHL36050,SQUARE D,50 amps,600 volts,,,Model  FHL36050   Used   50 amps   FHL   3   Bolt-On   600 volts   3-phase   Protection : Thermal Magnetic  Functions : LI - Long-Time and Instantaneous,https://www.lenmark.com//collections/breakers/products/50-amp-3-pole-circuit-breaker-fhl36050-1
15 Amp 1 Pole Circuit Breaker QBH115,COMMANDER,15 amps,240 volts,,,Model  QBH115   Used   15 amps   1   Bolt-On   240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/15-amp-1-pole-circuit-breaker-qbh115-1
0.28 - 0.4 Amp 3 Pole Circuit Breaker 3RV1011-0EA10,SIEMENS,0.28 to 0.48 amps,,,,Model  3RV1011-0EA10   GERMANY   Used   0.28 to 0.48 amps   3   Class: 10  Interrupting Capacity:  100 kA @ 400 V 100 kA @ 690 V  Mounting Type: Screw and snap-on mounting onto 35 mm standard mounting rail according to DIN EN 50022,https://www.lenmark.com//collections/breakers/products/0-28-0-4-amp-3-pole-circuit-breaker-3rv1011-0ea10
30 Amp 1 Pole Circuit Breaker QO130,SQUARE D,30 amps,240 volts,,,Model  QO130   Used   30 amps   1   Plug-In   240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/30-amp-1-pole-circuit-breaker-qo130-3
5.5 - 8 A Sirius 3R Motor Protection Circuit Breaker 3RV1011-1HA10,SIEMENS,5.5 to 8 amps,,,,Model  3RV1011-1HA10   GERMANY   Used   5.5 to 8 amps   3RV1   3   Interrupting Capacity:  50 kA @ 400 V 2 kA @ 690 V  Mounting Type: Screw and snap-on mounting onto 35 mm standard mounting rail according to DIN EN 50022  Trip Class: Class 10,https://www.lenmark.com//collections/breakers/products/5-5-8-a-sirius-3r-motor-protection-circuit-breaker-3rv1011-1ha10
50 Amp 3 Pole Circuit Breaker FHL36050,SQUARE D,50 amps,600 volts,,,Model  FHL36050   Used   50 amps   FHL   3   Bolt-On   600 volts   3-phase   Protection: Thermal Magnetic  Functions: LI - Long-Time and Instantaneous,https://www.lenmark.com//collections/breakers/products/50-amp-3-pole-circuit-breaker-fhl36050-2
15 Amp 3 Pole Circuit Breaker FB3015,WESTINGHOUSE,15 amps,600 volts,,,Model  FB3015   Used   15 amps   3   Bolt-On   600 volts   3-phase   No   No,https://www.lenmark.com//collections/breakers/products/15-amp-3-pole-circuit-breaker-fb3015-3
15 Amp 2 Pole Circuit Breaker BAB2015,EATON CUTLER-HAMMER,15 amps,120/240 volts,,,Model  BAB2015   DOMINICAN REPUBLIC   Used   15 amps   BA   2   Bolt-On   120/240 volts   Multi-phase  Current Interrupting Rating: 10 kA,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-bab2015-1
20 Amp 2 Pole Circuit Breaker FA17020B,SQUARE D,20 amps,,,,Model  FA17020B   MEXICO   Used   20 amps   FA   1   Plug-In   Single-phase   Specifications:  Molded Case Family: FA Series Type FA Connection: I-Line Style Plug-In Protection: Thermal Magnetic Function: LI Interrupting Rating: 14kA @ 347V,https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-circuit-breaker-fa17020b
15 Amp 1 Pole 347 VAC Circuit Breaker FAP17015,SQUARE D,15 amps,,,,Model  FAP17015   UNITED STATES   Used   15 amps   FAP   1   Plug-In   Single-phase,https://www.lenmark.com//collections/breakers/products/15-amp-1-pole-347-vac-circuit-breaker-fap17015
40 Amp 2 Pole Circuit Breaker BAB2040,EATON CUTLER-HAMMER,40 amps,120/240 volts,,,Model  BAB2040   DOMINICAN REPUBLIC   Used   40 amps   BAB   2   Bolt-On   120/240 volts,https://www.lenmark.com//collections/breakers/products/40-amp-2-pole-circuit-breaker-bab2040
3 Amp 3 Pole Circuit Breaker FHP3600311M1352,SQUARE D,3 amps,600 volts,,,Model  FHP3600311M1352   UNITED STATES   Used   3 amps   FHP   3   Bolt-On   600 volts   3-phase  Magnetic Trip Setting: 8-28 Amp,https://www.lenmark.com//collections/breakers/products/3-amp-3-pole-circuit-breaker-fhp3600311m1352
"20A, 2-Pole Circuit Breaker, 120/240V",Lenmark Industries,20 amps,120/240 volts,,,Condition  Used   20 amps   2   Bolt-On   120/240 volts,https://www.lenmark.com//collections/breakers/products/20a-2-pole-circuit-breaker-120-240v
7 Amp 3 Pole Circuit Breaker FHP3600712M1352,SQUARE D,7 amps,600 volts,,,Model  FHP3600712M1352   UNITED STATES   Used   7 amps   FHP   3   Bolt-On   600 volts   3-phase  Magnetic Trip Settings: 18-70 Amp,https://www.lenmark.com//collections/breakers/products/7-amp-3-pole-circuit-breaker-fhp3600712m1352
15 Amp Circuit Breaker HZJ79,MILLER TECHNOLOGY,15 amps,12 volts,,,Model  HZJ79   Surplus New   15 amps   12 volts,https://www.lenmark.com//collections/breakers/products/15-amp-circuit-breaker-hzj79
15 Amp 2 Pole Stab-lok Circuit Breaker NB215,FEDERAL PIONEER,15 amps,120/240 volts,,,Model  NB215   Used   15 amps   NB   2   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-stab-lok-circuit-breaker-nb215
15 Amp 2 Pole Circuit Breaker EA2015,WESTINGHOUSE,15 amps,240 volts,,,Model  EA2015   Used   15 amps   2   Bolt-On   240 volts  DC Volts: 125/250 VDC,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-ea2015
15 Amp 3 Pole Circuit Breaker THQB315,GENERAL ELECTRIC,15 amps,240 volts,,,Model  THQB315   BRAZIL   Used   15 amps   THQB   3   Bolt-On   240 volts   3-phase  Interrupting Capacity: 10kA at 240VAC,https://www.lenmark.com//collections/breakers/products/15-amp-3-pole-circuit-breaker-thqb3015
50 Amp 3 Pole Circuit Breaker EB3050,WESTINGHOUSE,50 amps,240 volts,,,Model  EB3050   UNITED STATES   Used   50 amps   EB   3   Bolt-On   240 volts   3-phase   Sub-Category : Molded Case Protection : Thermal Magnetic  Functions : LI - Long-Time and Instantaneous AIC Rating: 10kA@240V,https://www.lenmark.com//collections/breakers/products/50-amp-3-pole-circuit-breaker-eb3050-1
70 Amp 3 Pole Circuit Breaker E43B070,ITE,70 amps,480 volts,,,Model  E43B070   Used   70 amps   3   Bolt-On   480 volts   3-phase   Interrupting Capacity:   25kA at 240V  18kA at 480V,https://www.lenmark.com//collections/breakers/products/70-amp-3-pole-circuit-breaker-e43b070-2
30 Amp 3 Pole Circuit Breaker THQB330,GENERAL ELECTRIC,30 amps,240 volts,,,Model  THQB330   UNITED STATES   Used   30 amps   THQB   3   Bolt-On   240 volts   3-phase  Interrupting Capacity: 10kA at 240VAC,https://www.lenmark.com//collections/breakers/products/30-amp-3-pole-circuit-breaker-thqb3130
30 Amp 2 Pole Circuit Breaker THQB230,GENERAL ELECTRIC,30 amps,120/240 volts,,,Model  THQB230   UNITED STATES   Used   30 amps   2   Bolt-On   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-thqb230
15 Amp 2 Pole Circuit Breaker NB215,FEDERAL PIONEER,15 amps,120/240 volts,,,Model  NB215   Used   15 amps   NB   2   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-nb215-1
25 Amp 1 Pole Circuit Breaker GI1025,CUTLER-HAMMER,25 amps,240 volts,,,Model  GI1025   UNITED STATES   Surplus New   25 amps   1   Plug-In   240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/25-amp-1-pole-circuit-breaker-gi1025-1
25 Amp 1 Pole Circuit Breaker GI1025,CUTLER-HAMMER,25 amps,240 volts,,,Model  GI1025   UNITED STATES   Surplus New   25 amps   1   Plug-In   240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/25-amp-1-pole-circuit-breaker-gi1025
20 Amp 4 Pole Circuit Breaker MH420,MURRAY,20 amps,120/240 volts,,,"Model  MH420   MEXICO   Used   20 amps   MH-T   4   Plug-In   120/240 volts   Single-phase   Interrupting Capacity: 10kA at 120/240V Poles: 2 pole, 1 pole, 1 pole",https://www.lenmark.com//collections/breakers/products/20-amp-4-pole-circuit-breaker-mp22020
20 Amp 1 Pole Circuit Breaker LMLB1-1RLS4R-36825-20-V,AIRPAX,20 amps,,,,Model  LMLB1-1RLS4R-36825-20-V   MEXICO   Used   20 amps   LML   1  Voltage: 80 Volts,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-lmlb1-1rls4r-36825-20-v
20 Amp 2 Pole Circuit Breaker BRO220,WESTINGHOUSE,20 amps,120/240 volts,,,Model  BRO220   Used   20 amps   2   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-circuit-breaker-brsn220
150 Amp 3 Pole Circuit Breaker Q2L3150,SQUARE D,150 amps,120/240 volts,,,Model  Q2L3150   UNITED STATES   Used   150 amps   Q2L   3   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 240V,https://www.lenmark.com//collections/breakers/products/150-amp-3-pole-circuit-breaker-q2l3150
70 Amp 2 Pole Circuit Breaker TEB122070,GENERAL ELECTRIC,70 amps,240 volts,,,Model  TEB122070   UNITED STATES   Used   70 amps   TEB   2   Bolt-On   240 volts   Single-phase  Interrupting Capacity: 10kA at 240V,https://www.lenmark.com//collections/breakers/products/70-amp-2-pole-circuit-breaker-teb122070
20 Amp 3 Pole Circuit Breaker BLH320,SIEMENS,20 amps,240 volts,,,Model  BLH320   MEXICO   Used   20 amps   BLH   3   Bolt-On   240 volts   3-phase   No   No,https://www.lenmark.com//collections/breakers/products/20-amp-3-pole-circuit-breaker-blh320
60 Amp 3 Pole Circuit Breaker HQNPA3060,WESTINGHOUSE,60 amps,240 volts,,,Model  HQNPA3060   UNITED STATES   Used   60 amps   HQNPA   3   Plug-In   240 volts   3-phase  Interrupting Capacity: 10kA at 240V,https://www.lenmark.com//collections/breakers/products/60-amp-3-pole-circuit-breaker-hqnpa3060
50 Amp 2 Pole Circuit Breaker THQP250,GENERAL ELECTRIC,50 amps,120/240 volts,,,Model  THQP250   Used   50 amps   THQP   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/50-amp-2-pole-circuit-breaker-thqp2150
30 Amp 3 Pole Circuit Breaker EC330,CUTLER-HAMMER,30 amps,240 volts,,,Model  EC330   Used   30 amps   EC   3   Bolt-On   240 volts,https://www.lenmark.com//collections/breakers/products/30-amp-3-pole-circuit-breaker-ec3030
15 Amp 3 Pole Circuit Breaker E63B015,ITE,15 amps,600 volts,,,Model  E63B015   Used   15 amps   E6-A   3   Bolt-On   600 volts   3-phase   Interrupting Capacity:  14kA at 600V 18kA at 480V 25kA at 240V,https://www.lenmark.com//collections/breakers/products/15-amp-3-pole-circuit-breaker-e63b015
40 Amp 3 Pole Circuit Breaker TED134040,GENERAL ELECTRIC,40 amps,480 volts,,,Model  TED134040   UNITED STATES   Used   40 amps   3   Bolt-On   480 volts,https://www.lenmark.com//collections/breakers/products/40-amp-3-pole-circuit-breaker-ted134040
30 Amp 3 Pole Circuit Breaker TEB132030,GENERAL ELECTRIC,30 amps,240 volts,,,Model  TEB132030   UNITED STATES   Used   30 amps   3   Bolt-On   240 volts,https://www.lenmark.com//collections/breakers/products/30-amp-3-pole-circuit-breaker-teb132030
50 Amp 3 Pole Circuit Breaker QO350,SQUARE D,50 amps,240 volts,,,Model  QO350   IRELAND   Used   50 amps   QO   3   Plug-In   240 volts   3-phase  Interrupting Capacity: 10kA at 240V,https://www.lenmark.com//collections/breakers/products/50-amp-3-pole-circuit-breaker-qo350-1
20 Amp 3 Pole Circuit Breaker THQB320,GENERAL ELECTRIC,20 amps,240 volts,,,Model  THQB320   Used   20 amps   THQB   3   Bolt-On   240 volts   3-phase  Interrupting Capacity: 10kA at 240V,https://www.lenmark.com//collections/breakers/products/20-amp-3-pole-circuit-breaker-thqb32020-1
