Title,Manufacturer,Amps,Voltage,Max. Voltage,Bus Ratings,Electrical,Description,Link
"Five Star Double-Sided Motor Control Center (MCC), 600V Max., 1000A, 3 Buckets",WESTINGHOUSE,,,600,"600V Max., 3-Ph, 3-W 1000A, 60hz",,"Condition  Used   600  Bus Rating: 600V Max., 3-Ph, 3-W 1000A, 60hz",https://www.lenmark.com//collections/mcc/products/five-star-double-sided-motor-control-center-mcc-600v-max-1000a-3-buckets
Full Voltage Non-Reversing MCC Bucket Size 3,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   3   50 hp   600   MCC Bucket Specifications:  HP Rating: 50HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 100a 1000mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40HP32A, 50HP, 90A, 600VAC SIEMENS Circuit Breaker CED63A100, 100A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-104
Single Structure VFD Panel w/ 75HP ABB VFD ACS-800-04-0060-7,SIEMENS,,,,,,"Condition  Very Good   50 hp   Components  ABB Variable Frequency Drive (VFD) ACS-800-04-0060-7, 75hp, 52A, Size R5 ABB Profibus Adapter Module RPBA-01 MTE Line/Load Reactor RL-05502, 55A EATON Contactor DILM95, 600VAC/250VDC, 125A ABB Fused Switch, 3-Pole w/ 3 x 90A Fuses",https://www.lenmark.com//collections/mcc/products/single-structure-vfd-panel-w-75hp-abb-vfd-acs-800-04-0060-7
Full Voltage Non-Reversing MCC Bucket Size 3,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   3   40 hp   600   MCC Bucket Specifications:  HP Rating: 40HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 50a 600mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40HP32A, 50HP, 90A, 600VAC SIEMENS Circuit Breaker CED63A100, 100A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-119
Full Voltage Non-Reversing MCC Bucket Size 3,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   3   40 hp   600   MCC Bucket Specifications:  HP Rating: 40HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 50a 600mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40HP32A, 50HP, 90A, 600VAC SIEMENS Circuit Breaker CED63A100, 100A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7104-1BA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-133
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   25 hp   600   MCC Bucket Specifications:  HP Rating: 25HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 40a 375mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A040, 40A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-124
Full Voltage Non-Reversing MCC Bucket Size 3,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   3   40 hp   600   MCC Bucket Specifications:  HP Rating: 40HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 50a 600mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40HP32A, 50HP, 90A, 600VAC SIEMENS Circuit Breaker CED63A100, 100A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7104-1BA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-134
Full Voltage Non-Reversing MCC Bucket Size 3,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   3   30 hp   600   MCC Bucket Specifications:  HP Rating: 30HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 50a 600mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40HP32A, 50HP, 90A, 600VAC SIEMENS Circuit Breaker CED63A100, 100A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-117
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   20 hp   600   MCC Bucket Specifications:  HP Rating: 20HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 40a 375mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-120
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   25 hp   600   MCC Bucket Specifications:  HP Rating: 25HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 40a 375mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A100, 100A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-121
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   25 hp   600   MCC Bucket Specifications:  HP Rating: 25HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 40a 375mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A040, 40A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-89
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   20 hp   600   MCC Bucket Specifications:  HP Rating: 20HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 40a 375mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A040, 40A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-87
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   20 hp   600   MCC Bucket Specifications:  HP Rating: 20HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 40a 375mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-82
Full Voltage Non-Reversing MCC Bucket Size 3,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   3   30 hp   600   MCC Bucket Specifications:  HP Rating: 30HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 50a 600mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40HP32A, 50HP, 90A, 600VAC SIEMENS Circuit Breaker CED63B040, 40A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2203-3A SIEMENS Current Measuring Module 3UF7104-1BA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-54
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   20 hp   600   MCC Bucket Specifications:  HP Rating: 20HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 40a 375mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A040, 40A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-47
Full Voltage Non-Reversing MCC Bucket Size 3,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   3   40 hp   600   MCC Bucket Specifications:  HP Rating: 40HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 50a 600mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40HP32A, 50HP, 90A, 600VAC SIEMENS Circuit Breaker CED63A100, 100A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-73
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   25 hp   600   MCC Bucket Specifications:  HP Rating: 25HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 40a 375mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A040, 40A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-86
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   2   25 hp   600   MCC Bucket Specifications:  HP Rating: 25HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 40a 375mag   Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A100, 100A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-43
Full Voltage Non-Reversing MCC Bucket Size 3,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   3   40 hp   600   MCC Bucket Specifications:  HP Rating: 40HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 50a 600mag   Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40HP32A, 50HP, 90A, 600VAC SIEMENS Circuit Breaker CED63A100, 100A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-42
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   2   20 hp   600   MCC Bucket Specifications:  HP Rating: 20HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 40a 375mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A040, 40A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-46
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   2   20 hp   600   MCC Bucket Specifications:  HP Rating: 20HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 40a 375mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63B030, 30A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-38
Full Voltage Non-Reversing MCC Bucket Size 3,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   3   40 hp   600   MCC Bucket Specifications:  HP Rating: 40HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 50a 600mag   Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40HP32A, 50HP, 90A, 600VAC SIEMENS Circuit Breaker CED63A100, 100A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-37
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   2   20 hp   600   MCC Bucket Specifications:  HP Rating: 20HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 40a 375mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A040, 40A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-36
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   20 hp   600   MCC Bucket Specifications:  HP Rating: 20HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 40a 375mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63B040, 40A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-71
Full Voltage Non-Reversing MCC Bucket Size 3,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   3   30 hp   600   MCC Bucket Specifications:  HP Rating: 30HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 50a 600mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40HP32A, 50HP, 90A, 600VAC SIEMENS Circuit Breaker CED63A100, 100A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-34
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   2   25 hp   600   MCC Bucket Specifications:  HP Rating: 25HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 40a 375mag   Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A040, 40A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-18
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   20 hp   600   MCC Bucket Specifications:  HP Rating: 20HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 40a 375mag   Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A040, 40A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-8
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   2   25 hp   600   MCC Bucket Specifications:  HP Rating: 25HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 40a 375mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A040, 40A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-21
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   2   20 hp   600   MCC Bucket Specifications:  HP Rating: 20HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 40a 375mag   Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A040, 40A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-12
Full Voltage Non-Reversing MCC Bucket Size 3,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   3   40 hp   600   MCC Bucket Specifications:  HP Rating: 40HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 50a 600mag   Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40HP32A, 50HP, 90A, 600VAC SIEMENS Circuit Breaker CED63A100, 100A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-31
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   2   25 hp   600   MCC Bucket Specifications:  HP Rating: 25HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 40a 375mag   Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A040, 40A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-7
